ID,c0,c1,Output,c2,c3,c4,c5,Pred-confusion-matrix,Input-X,Input-Y,Input-Z,Output-proba-class0,Output-proba-class1,Output-proba-class2,Output-proba-class3,Output-proba-class4,Output-proba-class5,Data-isval,c13,c14,c15
1012585,0.0,73.0,0.0,6.0,0.81,0.0,1555940.0,True-0 Pred-2,-1.146011471748352,1.4946540594100952,0.6445217132568359,0.1462786197662353,0.1626556664705276,0.1857753694057464,0.1747737824916839,0.1789269000291824,0.1515895873308181,False,,,
1012613,0.0,56.0,2.0,7.0,12.37,0.0,1416530.0,True-2 Pred-4,-1.3730074167251587,1.7341039180755615,0.709418773651123,0.1353689730167389,0.1560277938842773,0.1903295964002609,0.1760759353637695,0.1947391182184219,0.1474585980176925,False,,,
1012624,0.0,62.0,1.0,8.0,40.37,0.0,1233280.0,True-1 Pred-2,-0.8231735229492188,1.148279309272766,0.5296330451965332,0.1635805070400238,0.1712532341480255,0.1775488853454589,0.1717908829450607,0.1578570455312729,0.1579695045948028,False,,,
1012638,0.0,48.0,2.0,11.0,42.6,0.0,1507830.0,True-2 Pred-4,-1.931163191795349,2.3116700649261475,0.9626748561859132,0.1085572987794876,0.1426251977682113,0.201741561293602,0.1790192574262619,0.2369166910648346,0.1311399936676025,False,,,
1012669,1.0,53.0,2.0,9.0,0.89,0.0,1670940.0,True-2 Pred-0,0.1780532598495483,-0.0282024126499891,0.1565552055835724,0.2286800295114517,0.1995495110750198,0.1417373865842819,0.1576714366674423,0.1032730415463447,0.1690885573625564,False,,,
1012681,1.0,65.0,4.0,5.0,24.09,0.0,1489520.0,True-4 Pred-0,0.2457451522350311,-0.2039346992969513,0.0114614535123109,0.2431202679872512,0.2011381983757019,0.130139410495758,0.1545656025409698,0.0997401848435401,0.1712963730096817,False,,,
1012711,1.0,48.0,2.0,4.0,0.27,0.0,1656660.0,True-2 Pred-2,-1.2589954137802124,1.7160502672195437,0.7983165979385376,0.1337489485740661,0.1577355563640594,0.200053796172142,0.1759423315525055,0.1856986731290817,0.1468206644058227,True,,,
1012728,0.0,63.0,5.0,8.0,0.95,0.0,1473060.0,True-5 Pred-4,-1.399895429611206,1.740360975265503,0.7346310615539551,0.1343330591917038,0.1571213901042938,0.1896993517875671,0.1768795847892761,0.1967630386352539,0.1452035009860992,True,,,
1012735,1.0,71.0,2.0,2.0,18.0,0.0,1529940.0,True-2 Pred-0,0.216196596622467,-0.1445170044898986,0.0535243041813373,0.2384955883026123,0.2004972547292709,0.1334810405969619,0.1556241810321808,0.1012215390801429,0.1706803739070892,False,,,
1012744,0.0,67.0,1.0,5.0,6.61,0.0,1404860.0,True-1 Pred-0,-0.0410339683294296,0.1046092584729194,0.0752033293247222,0.2259123027324676,0.1938786804676056,0.1370874345302581,0.1591277718544006,0.1135021820664405,0.1704916656017303,False,,,
1012756,0.0,66.0,2.0,4.0,31.29,0.0,1293090.0,True-2 Pred-0,-0.067624345421791,0.1351864039897918,0.0953823998570442,0.2236511260271072,0.1937586963176727,0.1382298171520233,0.1598099321126938,0.1148817166686058,0.1696687042713165,False,,,
1012790,1.0,62.0,5.0,6.0,42.07,0.0,1325750.0,True-5 Pred-0,-0.6198387742042542,0.875938355922699,0.388071209192276,0.1796521991491317,0.1767966151237487,0.1660331636667251,0.1687655597925186,0.1455513685941696,0.1632010638713836,False,,,
1012809,0.0,53.0,4.0,11.0,37.58,0.0,1485710.0,True-4 Pred-4,-2.2879137992858887,2.7535462379455566,1.255358099937439,0.0888933539390564,0.1332435607910156,0.217610701918602,0.1797118633985519,0.2638441920280456,0.1166962683200836,False,,,
1012817,1.0,50.0,1.0,7.0,0.19,0.0,1618140.0,True-1 Pred-2,-0.779130220413208,1.170149803161621,0.5847059488296509,0.1610092222690582,0.1709988713264465,0.1837742030620575,0.1716779470443725,0.1548349261283874,0.1577048003673553,False,,,
1012822,1.0,58.0,1.0,10.0,22.65,0.0,1607470.0,True-1 Pred-0,0.1844210922718048,-0.0380906537175178,0.1532268077135086,0.2292784750461578,0.1998073011636734,0.1413235664367675,0.1575523465871811,0.1029718965291976,0.1690664738416671,False,,,
1012858,0.0,74.0,0.0,8.0,9.13,0.0,1658820.0,True-0 Pred-2,-0.9536314010620116,1.2277432680130005,0.5080785751342773,0.1609683483839035,0.1688413470983505,0.1743303388357162,0.1726872622966766,0.1664379090070724,0.1567347943782806,False,,,
1012863,1.0,69.0,3.0,9.0,1.37,0.0,1647570.0,True-3 Pred-0,0.3378544747829437,-0.2204261720180511,0.0982024520635604,0.2400927394628524,0.2037204951047897,0.1357447654008865,0.1547406464815139,0.0959869474172592,0.169714406132698,True,,,
1012874,1.0,66.0,0.0,10.0,9.36,0.0,1586750.0,True-0 Pred-0,-0.5797396302223206,0.8643813729286194,0.4288581609725952,0.1787303239107132,0.1781716495752334,0.1688518971204757,0.1689485758543014,0.1431454122066497,0.1621520668268203,False,,,
1012880,0.0,59.0,1.0,7.0,33.28,0.0,1371030.0,True-1 Pred-4,-1.6306579113006592,2.026687860488892,0.8456559181213379,0.1212120279669761,0.1492000371217727,0.1986338496208191,0.1776927560567855,0.2133537083864212,0.1399076133966446,False,,,
1012902,1.0,73.0,0.0,8.0,2.95,0.0,1575700.0,True-0 Pred-0,0.3050718903541565,-0.2299961000680923,0.0447717793285846,0.242893561720848,0.2026114463806152,0.1321921348571777,0.1543114930391311,0.0972329452633857,0.1707584410905838,False,,,
1012915,0.0,69.0,1.0,7.0,9.65,0.0,1601590.0,True-1 Pred-4,-1.616594314575195,1.9647033214569087,0.7782961130142212,0.1250297874212265,0.150194451212883,0.1926776766777038,0.1773936152458191,0.2128666043281555,0.1418378204107284,True,,,
1012929,0.0,77.0,0.0,9.0,18.87,0.0,1427000.0,True-0 Pred-0,-0.0397907942533493,0.0793365538120269,0.0560534782707691,0.227855235338211,0.1944651454687118,0.1350735276937484,0.1588899195194244,0.1133691668510437,0.1703470349311828,False,,,
1012931,0.0,50.0,2.0,4.0,2.45,0.0,1355390.0,True-2 Pred-4,-1.8830335140228271,2.326016664505005,1.0483602285385132,0.1062941774725914,0.1436513662338256,0.2095230668783188,0.1794266700744629,0.2317988574504852,0.1293057650327682,False,,,
1012947,1.0,48.0,0.0,7.0,12.19,0.0,1638800.0,True-0 Pred-0,-0.2321932017803192,0.5230562090873718,0.3840646147727966,0.1949421465396881,0.1878063380718231,0.1636102348566055,0.1652459651231765,0.123789831995964,0.1646054685115814,False,,,
1012950,0.0,75.0,5.0,4.0,10.53,0.0,1452990.0,True-5 Pred-0,-0.4861701130867004,0.7136116623878479,0.344375878572464,0.1881501525640487,0.1813232600688934,0.1611465960741043,0.1672822833061218,0.1377665102481842,0.1643312275409698,False,,,
1012964,1.0,60.0,5.0,4.0,27.59,0.0,1680220.0,True-5 Pred-2,-1.346330165863037,1.816303014755249,0.8145110607147217,0.1297220289707183,0.1543701738119125,0.2021591067314148,0.1760589629411697,0.1917517036199569,0.1459380090236663,True,,,
1013008,1.0,62.0,3.0,7.0,20.41,0.0,1529620.0,True-3 Pred-2,-1.0733025074005127,1.4437298774719238,0.6463894844055176,0.1482652723789215,0.1641030758619308,0.1869073808193206,0.1742848753929138,0.1738300323486328,0.1526093930006027,False,,,
1013023,1.0,56.0,2.0,8.0,47.18,0.0,1685680.0,True-2 Pred-0,-0.1652613580226898,0.2776167690753937,0.1600362360477447,0.2145053595304489,0.1908840984106063,0.144126147031784,0.1618126183748245,0.1200348734855651,0.1686368584632873,True,,,
1013030,1.0,54.0,1.0,8.0,31.56,0.0,1772900.0,True-1 Pred-0,0.3328050374984741,-0.1974489539861679,0.1219126731157302,0.2379840910434723,0.2036431431770324,0.1375794112682342,0.1551769226789474,0.0962825343012809,0.1693339645862579,True,,,
1013041,0.0,61.0,0.0,8.0,5.58,0.0,1340040.0,True-0 Pred-4,-1.992254614830017,2.3734371662139893,0.998237133026123,0.105748176574707,0.1414325833320617,0.2028726190328598,0.1793113201856613,0.2417296320199966,0.1289056837558746,False,,,
1013059,1.0,59.0,2.0,8.0,17.84,0.0,1555440.0,True-2 Pred-0,0.1667910814285278,-0.0871544480323791,0.0688191056251525,0.2351499795913696,0.1992157697677612,0.1350756138563156,0.1564905345439911,0.1035321876406669,0.1705358773469925,False,,,
1013062,1.0,63.0,4.0,5.0,51.34,0.0,1334090.0,True-4 Pred-0,-0.0880153849720954,0.2404970377683639,0.1873576492071151,0.2151368707418441,0.1922319680452346,0.1464820355176925,0.1612373292446136,0.1161467805504798,0.1687649637460708,True,,,
1013077,0.0,66.0,5.0,9.0,0.54,0.0,1460990.0,True-5 Pred-2,-0.8326213955879211,1.1839734315872192,0.5617908239364624,0.1611411571502685,0.1706305146217346,0.1805936694145202,0.1720814406871795,0.1583287715911865,0.1572244465351104,False,,,
1013086,0.0,53.0,2.0,7.0,25.62,0.0,1533980.0,True-2 Pred-2,-0.685456395149231,1.054252028465271,0.5703256130218506,0.1660554707050323,0.1750729233026504,0.1806898713111877,0.1712164431810379,0.1492139250040054,0.1577513515949249,False,,,
1013095,1.0,50.0,2.0,5.0,15.99,0.0,1706310.0,True-2 Pred-2,-0.9458780288696288,1.385175704956055,0.707809329032898,0.1487134844064712,0.1668615639209747,0.1931619048118591,0.1739219725131988,0.1649895310401916,0.152351513504982,True,,,
1013100,0.0,73.0,0.0,5.0,1.13,0.0,1434350.0,True-0 Pred-0,-0.1478021442890167,0.2686634957790375,0.1639698296785354,0.2147727161645889,0.1911233812570572,0.1445518881082534,0.1616438180208206,0.1191425174474716,0.1687656641006469,False,,,
1013113,0.0,62.0,4.0,4.0,44.04,0.0,1255530.0,True-4 Pred-1,-0.6302611231803894,0.9066454768180848,0.4354768693447113,0.1766947209835052,0.1771848350763321,0.1690260618925094,0.1695179641246795,0.146175131201744,0.1614012271165847,False,,,
1013124,0.0,68.0,0.0,8.0,18.36,0.0,1417470.0,True-0 Pred-0,0.1829122006893158,-0.1019157245755195,0.0706317946314811,0.2357636988162994,0.1997314840555191,0.134979173541069,0.1563243716955185,0.1027954444289207,0.1704057604074478,False,,,
1013138,1.0,62.0,3.0,8.0,40.07,0.0,1301550.0,True-3 Pred-4,-1.4830701351165771,1.8376010656356807,0.7285071611404419,0.131004050374031,0.1530549377202987,0.1909897625446319,0.1765379160642624,0.2028738856315612,0.1455395668745041,False,,,
1013152,0.0,61.0,2.0,5.0,8.38,0.0,1444430.0,True-2 Pred-4,-1.667011857032776,1.992480993270874,0.7782737016677856,0.1239551976323127,0.1496257781982422,0.191040426492691,0.1777139008045196,0.2170087546110153,0.140655905008316,False,,,
1013169,0.0,69.0,5.0,6.0,11.38,0.0,1626620.0,True-5 Pred-2,-0.8111773729324341,1.1319596767425537,0.5022163391113281,0.165171816945076,0.1708646118640899,0.1762455403804779,0.1712692528963089,0.1571070104837417,0.159341812133789,False,,,
1013175,0.0,69.0,2.0,5.0,2.37,0.0,1581470.0,True-2 Pred-0,0.1181311979889869,0.0430035442113876,0.1761124432086944,0.2245962768793106,0.1978735476732254,0.1438679695129394,0.1586835086345672,0.1061032488942146,0.1688755601644516,False,,,
1013197,1.0,65.0,1.0,6.0,30.68,0.0,1552650.0,True-1 Pred-0,0.154453694820404,-0.0841629654169082,0.0635295435786247,0.2352305650711059,0.1991415917873382,0.134530022740364,0.156590074300766,0.1040785387158393,0.1704291850328445,False,,,
1013202,1.0,71.0,0.0,7.0,4.6,0.0,1565880.0,True-0 Pred-0,0.0997648611664772,-0.0404335260391235,0.0521376505494117,0.233665332198143,0.1975125968456268,0.1343113183975219,0.157073363661766,0.1066000610589981,0.1708373874425888,True,,,
1013215,1.0,61.0,0.0,3.0,43.75,0.0,1572570.0,True-0 Pred-0,0.3178578317165375,-0.230321004986763,0.0578410141170024,0.2423369586467743,0.2029048800468444,0.1331083923578262,0.1543468832969665,0.0967259854078292,0.1705768704414367,True,,,
1013229,0.0,65.0,3.0,5.0,2.61,0.0,1508940.0,True-3 Pred-2,-1.2110241651535034,1.5872178077697754,0.6579625606536865,0.1424529999494552,0.1592332869768142,0.1887812912464141,0.1747244447469711,0.1831912994384765,0.1516166478395462,True,,,
1013231,1.0,66.0,0.0,6.0,27.49,0.0,1610370.0,True-0 Pred-0,-0.3207009434700012,0.5402630567550659,0.2975927889347076,0.1974647641181945,0.1853933781385421,0.1571810394525528,0.1650723963975906,0.1284975260496139,0.1663909554481506,False,,,
1013247,0.0,66.0,2.0,2.0,13.62,0.0,1393540.0,True-2 Pred-2,-1.103742003440857,1.4659284353256226,0.6203702688217163,0.1481937617063522,0.1625184565782547,0.1857253015041351,0.1740126460790634,0.1759404987096786,0.1536093354225158,False,,,
1013264,0.0,61.0,0.0,6.0,13.93,0.0,1448480.0,True-0 Pred-4,-2.702873468399048,3.093271017074585,1.4195557832717896,0.0760822966694831,0.1257916837930679,0.2141478657722473,0.1796884983778,0.3008052706718445,0.1034844443202018,True,,,
1013273,0.0,69.0,4.0,3.0,11.51,0.0,1512070.0,True-4 Pred-0,0.2887921333312988,-0.197614848613739,0.0667840912938118,0.2404117882251739,0.2022267132997512,0.133993774652481,0.1548753082752227,0.0980279371142387,0.1704643964767456,True,,,
1013288,0.0,67.0,1.0,4.0,14.45,0.0,1446140.0,True-1 Pred-4,-1.543907642364502,1.949342131614685,0.7940515279769897,0.1253838688135147,0.1501921117305755,0.1973284482955932,0.1767677366733551,0.2068173587322235,0.1435104757547378,False,,,
1013296,0.0,57.0,4.0,5.0,6.8,0.0,1615560.0,True-4 Pred-4,-1.9851179122924805,2.4456520080566406,1.1026036739349363,0.1013592854142189,0.1405359953641891,0.2126693874597549,0.1794762313365936,0.2396112531423568,0.1263477653264999,False,,,
1013317,0.0,61.0,0.0,8.0,12.55,0.0,1521630.0,True-0 Pred-4,-2.116513967514038,2.4875330924987797,1.0210378170013428,0.1014977097511291,0.1379924416542053,0.2027558237314224,0.1791964471340179,0.2522061169147491,0.1263514310121536,False,,,
1013322,1.0,53.0,4.0,5.0,5.21,0.0,1723810.0,True-4 Pred-2,-0.9633383750915528,1.3360124826431274,0.6389302015304565,0.1526506394147873,0.1676367819309234,0.1859181970357895,0.1737542599439621,0.1665606498718261,0.1534794420003891,False,,,
1013358,0.0,66.0,2.0,7.0,5.82,0.0,1528140.0,True-2 Pred-2,-1.275179147720337,1.6360222101211548,0.6840370893478394,0.1397830545902252,0.1587359756231308,0.1888442486524582,0.1755459606647491,0.1877865940332412,0.1493041962385177,False,,,
1013374,0.0,54.0,3.0,5.0,17.07,0.0,1417120.0,True-3 Pred-2,-0.831537127494812,1.1712830066680908,0.5445411205291748,0.1622145771980285,0.1706820726394653,0.1791485548019409,0.1719108670949936,0.1583202183246612,0.1577236801385879,False,,,
1013380,0.0,59.0,2.0,5.0,4.06,0.0,1432600.0,True-2 Pred-4,-2.111666202545166,2.489017963409424,1.0499002933502195,0.1008700430393219,0.138724148273468,0.2041207253932953,0.179569274187088,0.2514741718769073,0.1252416223287582,False,,,
1013391,0.0,60.0,1.0,6.0,11.18,0.0,1361090.0,True-1 Pred-4,-1.7267986536026,2.202160596847534,0.9865450859069824,0.1119400337338447,0.145696684718132,0.2099683284759521,0.178332433104515,0.2193735837936401,0.1346889287233352,True,,,
1013407,0.0,66.0,2.0,10.0,8.46,0.0,1597840.0,True-2 Pred-0,-0.3271117806434631,0.4245063364505768,0.1924337595701217,0.2064931094646453,0.1879140734672546,0.1461016535758972,0.1641796380281448,0.1287312060594558,0.1665803343057632,False,,,
1013410,0.0,57.0,0.0,6.0,0.54,0.0,1452630.0,True-0 Pred-4,-1.5262305736541748,1.949724793434143,0.854449987411499,0.1237532868981361,0.1517850458621978,0.2006943374872207,0.1775003671646118,0.2051586657762527,0.1411083191633224,True,,,
1013426,0.0,60.0,2.0,6.0,7.84,0.0,1424410.0,True-2 Pred-0,-0.4768920838832855,0.6631194353103638,0.2922942340373993,0.1922144591808319,0.1818740516901016,0.1566660851240158,0.1666148155927658,0.1372284889221191,0.1654020696878433,False,,,
1013434,0.0,57.0,2.0,6.0,5.7,0.0,1527360.0,True-2 Pred-2,-0.738494336605072,1.0822571516036987,0.5229532718658447,0.1665399372577667,0.1728590875864029,0.177848994731903,0.1709640026092529,0.1525125205516815,0.1592754125595092,False,,,
1013455,1.0,66.0,1.0,8.0,7.2,0.0,1903230.0,True-1 Pred-0,0.1116128787398338,0.0386118441820144,0.1602430641651153,0.2254645824432373,0.1975695043802261,0.142814427614212,0.1585169434547424,0.1063686609268188,0.169265866279602,True,,,
1013483,1.0,64.0,2.0,4.0,21.18,0.0,1559100.0,True-2 Pred-0,0.16844043135643,-0.094713881611824,0.0650473088026046,0.2356617748737335,0.1994458585977554,0.1345887184143066,0.1564302444458007,0.1034366115927696,0.170436829328537,True,,,
1013503,0.0,55.0,1.0,4.0,27.2,0.0,1265930.0,True-1 Pred-0,-0.2389656007289886,0.381415456533432,0.1992559283971786,0.2082700133323669,0.1884142756462097,0.1481297314167022,0.1630787849426269,0.1239848211407661,0.1681224405765533,False,,,
1013511,0.0,60.0,1.0,4.0,9.1,0.0,1510960.0,True-1 Pred-4,-1.859346985816956,2.3527188301086426,1.116448998451233,0.1040077283978462,0.1437614411115646,0.2159248441457748,0.1795901656150818,0.22894087433815,0.127775028347969,True,,,
1013528,0.0,57.0,2.0,9.0,36.22,0.0,1566530.0,True-2 Pred-0,-0.3018904626369476,0.5269709825515747,0.3021470010280609,0.197871521115303,0.1858896315097808,0.1574655175209045,0.164941668510437,0.1274807155132293,0.1663509309291839,False,,,
1013535,0.0,52.0,3.0,5.0,35.66,0.0,1528980.0,True-3 Pred-0,-0.2309954762458801,0.4608850479125976,0.3021215498447418,0.2007815986871719,0.1879588812589645,0.1568923592567443,0.1642410904169082,0.12368705868721,0.1664390116930008,False,,,
1013544,0.0,65.0,4.0,8.0,27.34,0.0,1463890.0,True-4 Pred-2,-0.7770751118659973,1.1258307695388794,0.5311975479125977,0.1644898802042007,0.1715039163827896,0.1789132952690124,0.1712518483400344,0.1548672616481781,0.1589737981557846,False,,,
1013567,0.0,53.0,2.0,9.0,11.31,0.0,1348340.0,True-2 Pred-4,-1.7808037996292114,2.201746225357056,0.925269365310669,0.1133333444595336,0.1449101567268371,0.203478142619133,0.178234189748764,0.2245423346757888,0.1355018317699432,False,,,
1013572,1.0,62.0,1.0,10.0,17.87,0.0,1632090.0,True-1 Pred-0,0.3484855592250824,-0.2185894548892974,0.1132023781538009,0.2393441051244735,0.2040390372276306,0.1367657333612442,0.1548376381397247,0.0955813229084014,0.1694321930408477,False,,,
1013590,0.0,51.0,2.0,5.0,5.62,0.0,1347260.0,True-2 Pred-4,-2.898167848587036,3.307291269302368,1.5097534656524658,0.0693003758788108,0.1198544129729271,0.2166565209627151,0.1781899333000183,0.3177618086338043,0.0982368886470794,True,,,
1013604,1.0,74.0,1.0,8.0,14.04,0.0,1609510.0,True-1 Pred-0,-0.4261902868747711,0.5794906616210938,0.2567181289196014,0.1971666514873504,0.1840497404336929,0.1528131663799286,0.1658316254615783,0.1343361139297485,0.1658027619123459,False,,,
1013616,0.0,52.0,3.0,5.0,41.08,0.0,1475660.0,True-3 Pred-4,-2.1828453540802,2.7208566665649414,1.3266689777374268,0.0886066630482673,0.1353794634342193,0.2262609452009201,0.1800518929958343,0.2533754110336303,0.1163256764411926,True,,,
1013620,1.0,59.0,1.0,6.0,17.22,0.0,1455370.0,True-1 Pred-4,-2.027757406234741,2.4336864948272705,1.0235753059387207,0.103343516588211,0.1395303010940551,0.205714926123619,0.1790580302476883,0.2442031055688858,0.1281501054763794,False,,,
1013637,0.0,58.0,0.0,8.0,7.94,0.0,1361990.0,True-0 Pred-2,-1.3860496282577517,1.8516812324523928,0.8582288026809692,0.127225711941719,0.1546595394611358,0.2035196125507354,0.1768900454044342,0.1944655179977417,0.1432396322488784,False,,,
1013643,0.0,66.0,1.0,6.0,16.07,0.0,1390490.0,True-1 Pred-0,0.2273696959018707,-0.1263800859451294,0.0855806246399879,0.2362661808729171,0.2006321400403976,0.1359962671995163,0.1559599190950393,0.1008259952068328,0.1703194677829742,True,,,
1013665,1.0,56.0,2.0,6.0,11.83,0.0,1555890.0,True-2 Pred-1,-0.594805121421814,0.9016355872154236,0.4532454013824463,0.1763290464878082,0.1772765070199966,0.1713962852954864,0.1692396700382232,0.1439904421567917,0.1617680341005325,False,,,
1013682,1.0,63.0,2.0,10.0,5.33,0.0,1585970.0,True-2 Pred-0,0.189321219921112,-0.1028080359101295,0.0838445127010345,0.2352303564548492,0.2002544105052948,0.1355904191732406,0.156483307480812,0.1025353372097015,0.1699061542749405,False,,,
1013698,1.0,55.0,2.0,4.0,49.4,0.0,1677570.0,True-2 Pred-0,-0.2809181213378906,0.5892152786254883,0.4132696986198425,0.1909828335046768,0.1863360702991485,0.166405901312828,0.166056752204895,0.126375675201416,0.1638427972793579,False,,,
1013712,0.0,67.0,2.0,5.0,2.48,0.0,1576940.0,True-2 Pred-4,-1.558889627456665,1.9349068403244016,0.7900913953781128,0.1258948296308517,0.1511676162481308,0.1949589699506759,0.1771978437900543,0.20819653570652,0.1425842642784118,False,,,
1013739,1.0,66.0,1.0,8.0,3.17,0.0,1794770.0,True-1 Pred-0,-0.082619659602642,0.2714269459247589,0.2275986820459365,0.2121369987726211,0.1920349895954132,0.1499556452035904,0.161681443452835,0.1159533187747001,0.1682376116514206,True,,,
1013740,0.0,53.0,2.0,8.0,1.61,0.0,1303580.0,True-2 Pred-0,0.0271807387471199,0.1442619264125824,0.2095470428466797,0.2185929119586944,0.195889413356781,0.1467738151550293,0.1603002995252609,0.110501654446125,0.1679419726133346,True,,,
1013768,0.0,49.0,5.0,6.0,0.58,0.0,1473600.0,True-5 Pred-4,-1.9910680055618288,2.4257075786590576,1.0485121011734009,0.1031192019581794,0.140106588602066,0.2088416218757629,0.1791006177663803,0.2407209277153015,0.1281111240386963,True,,,
1013771,1.0,66.0,2.0,7.0,9.27,0.0,1701870.0,True-2 Pred-0,-0.2106023132801056,0.2979249954223633,0.1397960782051086,0.2143556624650955,0.1899739205837249,0.1425391286611557,0.1620619744062423,0.1223543137311935,0.1687150299549102,True,,,
1013785,1.0,75.0,3.0,4.0,9.65,0.0,1554130.0,True-3 Pred-0,0.3369344174861908,-0.2438728958368301,0.06477952003479,0.2426646947860717,0.2035097777843475,0.1333518326282501,0.1542148143053054,0.0959207639098167,0.1703381240367889,False,,,
1013805,0.0,53.0,2.0,5.0,16.11,0.0,1435830.0,True-2 Pred-4,-1.4733511209487915,1.8870208263397217,0.8007394075393677,0.1274328231811523,0.152536928653717,0.197852224111557,0.1768053025007248,0.2014878541231155,0.143884852528572,False,,,
1013818,1.0,49.0,4.0,6.0,29.65,0.0,1345580.0,True-4 Pred-2,-1.0630754232406616,1.3912276029586792,0.588463306427002,0.151994451880455,0.1647656410932541,0.1817900687456131,0.1738193929195404,0.173452615737915,0.1541778445243835,False,,,
1013821,1.0,74.0,4.0,5.0,34.85,0.0,1522480.0,True-4 Pred-0,0.309739738702774,-0.1588950008153915,0.1499559581279754,0.234972596168518,0.2033537179231643,0.139677494764328,0.1559319049119949,0.0973570644855499,0.1687073409557342,False,,,
1013833,1.0,62.0,1.0,7.0,29.43,0.0,1522930.0,True-1 Pred-0,-0.0228075962513685,0.2332755774259567,0.2625530958175659,0.2124369442462921,0.1943071335554123,0.151583045721054,0.1615713238716125,0.1130369305610656,0.1670646965503692,False,,,
1013870,0.0,61.0,4.0,4.0,3.73,0.0,1374460.0,True-4 Pred-1,-0.6889724731445312,0.9977344274520874,0.4655295014381408,0.1719202548265457,0.1744076162576675,0.17293182015419,0.17005355656147,0.1496179848909378,0.1610687673091888,False,,,
1013884,0.0,51.0,2.0,4.0,26.74,0.0,1425520.0,True-2 Pred-4,-1.6678410768508911,2.0806453227996826,0.8908456563949585,0.1182693094015121,0.1484137028455734,0.2014473974704742,0.1780996322631836,0.21590556204319,0.1378644853830337,True,,,
1013919,1.0,48.0,2.0,12.0,8.55,0.0,1619070.0,True-2 Pred-2,-1.3048484325408936,1.7418123483657837,0.7851763963699341,0.1331278681755066,0.1567499041557312,0.1983508020639419,0.1760890632867813,0.1891052424907684,0.1465770602226257,False,,,
1013932,1.0,66.0,3.0,7.0,33.89,0.0,1830250.0,True-3 Pred-0,0.3731951713562011,-0.2446002513170242,0.1087598949670791,0.2407468110322952,0.2046599090099334,0.1362040638923645,0.1544365882873535,0.0945010110735893,0.1694516539573669,False,,,
1013948,0.0,54.0,0.0,6.0,10.83,0.0,1468170.0,True-0 Pred-4,-1.406450271606445,1.7989519834518433,0.7685860395431519,0.131417766213417,0.1550698429346084,0.1948451250791549,0.1766104251146316,0.1967922896146774,0.1452645063400268,False,,,
1013954,0.0,72.0,0.0,5.0,2.35,0.0,1407740.0,True-0 Pred-0,0.3129536211490631,-0.1738121807575225,0.1296130865812301,0.236548826098442,0.2031673640012741,0.1383315175771713,0.1555574834346771,0.0971644297242164,0.1692304164171219,False,,,
1013976,0.0,57.0,3.0,6.0,7.47,0.0,1675050.0,True-3 Pred-2,-1.4819797277450562,1.9387917518615725,0.8544434309005737,0.1242718622088432,0.1515650749206543,0.2030918449163437,0.1769607067108154,0.2016004920005798,0.1425100117921829,True,,,
1013987,1.0,68.0,0.0,5.0,4.49,0.0,1826300.0,True-0 Pred-0,-0.3598066568374634,0.6590269207954407,0.4051654636859894,0.1883037835359573,0.1838447153568267,0.1665312200784683,0.1666637659072876,0.1306411325931549,0.1640153676271438,True,,,
1013993,0.0,71.0,4.0,5.0,8.62,0.0,1423700.0,True-4 Pred-0,-0.4601327776908874,0.7525429129600525,0.4130221307277679,0.1840405464172363,0.1811698079109192,0.1675067842006683,0.1676888316869735,0.1362405270338058,0.1633535176515579,False,,,
1014011,0.0,63.0,3.0,11.0,23.43,0.0,1537130.0,True-3 Pred-0,-0.4671992659568786,0.7784945964813232,0.4401514828205108,0.1819750964641571,0.1809190064668655,0.1697832196950912,0.1680451929569244,0.1366196870803833,0.1626578420400619,False,,,
1014035,1.0,73.0,3.0,5.0,0.59,0.0,1710240.0,True-3 Pred-0,0.051333837211132,0.0434072390198707,0.1000462397933006,0.2277514040470123,0.1961406171321869,0.1384636759757995,0.1583805084228515,0.1090645566582679,0.1701992601156234,False,,,
1014056,0.0,56.0,3.0,7.0,14.58,0.0,1511090.0,True-3 Pred-2,-1.0967928171157837,1.472797393798828,0.6604211330413818,0.1467155814170837,0.1634355932474136,0.1880008280277252,0.1745173633098602,0.1753581464290619,0.1519725471735,False,,,
1014067,1.0,61.0,2.0,2.0,19.86,0.0,1451260.0,True-2 Pred-4,-1.2406811714172363,1.5740554332733154,0.6273727416992188,0.1437342166900634,0.1595019698143005,0.1847959607839584,0.174879640340805,0.1855501681566238,0.1515381038188934,True,,,
1014089,0.0,59.0,2.0,5.0,17.07,0.0,1361190.0,True-2 Pred-2,-1.3943313360214231,1.81283438205719,0.7798863649368286,0.1306912750005722,0.154428020119667,0.1971494853496551,0.1763702929019928,0.1957080662250518,0.145652949810028,False,,,
1014090,0.0,58.0,4.0,5.0,23.09,0.0,1408410.0,True-4 Pred-0,0.2880379557609558,-0.1751299053430557,0.0933405980467796,0.238203689455986,0.2021919041872024,0.136064350605011,0.1552944928407669,0.0981492400169372,0.1700963824987411,False,,,
1014105,1.0,61.0,1.0,7.0,2.69,0.0,1732990.0,True-1 Pred-2,-1.182889103889465,1.5969263315200806,0.7309896945953369,0.1399919539690017,0.1606382876634597,0.1938957124948501,0.175367921590805,0.1808702945709228,0.1492358446121215,True,,,
1014121,1.0,48.0,2.0,10.0,11.71,0.0,1777730.0,True-2 Pred-4,-1.523899793624878,1.9461920261383057,0.8530915975570679,0.1239258721470832,0.1518993824720382,0.2005557268857956,0.1774956881999969,0.2049533575773239,0.1411699801683426,True,,,
